x_pix,y_pix,z_pix,brightness,zrsquare,zciratio,hyb,cellID,fov
96.5528179987277,79.2149072655289,0.517264203417467,814.390932355637,0.999999999795346,NaN,8,1,35
102.869520639488,62.5054941666837,28.0000000642875,410.617978971107,0.999999999999234,0.0191692487512055,8,1,35
107.709473304376,52.2083782619149,20.4690997940047,1342.10647424671,0.999999999031305,0.00180835303113961,8,1,35
106.498441301134,59.8713197403805,13.9999999995865,253.889045102893,0.999999999997165,0.0201060883408347,8,1,35
107.28354253144,90.7282990571674,20.5183522830602,1319.68439263814,0.99999999853782,0.0011106900917485,8,1,35
108.776901487416,60.7402870223531,20.6143113386208,1100.23417337827,0.946417891676262,0.132704306638922,8,1,35
108.74991902746,54.1953081384771,18.9999999997793,286.74684813113,0.999999999998222,0.0197629098207012,8,1,35
112.970730584995,65.0998252495099,19.9999982390483,306.8199674561,0.999999999998249,0.0197513124514567,8,1,35
118.507665943723,66.7620129574541,27.9999998713806,450.490036582988,0.999999999999397,0.0190053544112949,8,1,35
123.551134758648,47.0456395414862,21.0036237520047,801.269268849951,0.985080574817558,0.072277961500923,8,1,35
146.516655690259,39.2504716310673,21.1642953635488,1113.9643918061,0.97915285691242,0.0934249302144252,8,1,35
145.382855306261,101.426055013064,22.2822547363987,670.627517642177,0.96635707867111,0.12539085462305,8,1,35
149.283769987723,88.846980684659,15.5885374922451,1602.35296803826,0.860225007172326,0.223003891770709,8,1,35
156.961183778185,80.5282238083713,23.9999999992886,208.950056208941,0.999999999996733,0.0202123815063544,8,1,35
158.761741919449,82.2310242395292,20.723783752576,1107.79368542186,0.939082256524719,0.152012894507373,8,1,35
93.0552753855876,84.7884987147049,18.9831212330748,783.489653822839,0.839718148954009,147351.573134053,9,1,35
93.951363781725,68.4608867333092,21.4653336749207,2769.38980178181,0.702245666350977,160.765232291124,9,1,35
95.4433097125128,60.7040783005335,19.478136892742,1061.32839766149,0.999999999110924,0.00128366458769828,9,1,35
97.124575042308,72.2672434345306,28.5179194884223,860.438866302187,0.900971094826017,0.179929307624282,9,1,35
98.7923711513649,93.2428794668599,20.9999999994227,703.05263017341,0.999999999999836,0.0181612033700205,9,1,35
100.179272747947,61.1443764371312,9.94653262783856,729.430449380111,0.92642247807325,0.178673814629571,9,1,35
98.9370938717192,70.9743646700293,17.1455191792886,1594.92879530128,0.914984586912294,0.192329192248992,9,1,35
100.394149213701,88.6719997003398,23.4201388516254,1993.60163248115,0.999999999038636,0.00436238819413385,9,1,35
103.046776809579,60.9095277042712,20.1657203701811,724.079831888217,0.294886086634563,1.15969231249918,9,1,35
104.066833082882,65.1290879122137,30.4350492776219,1849.20399871906,0.999999998603832,0.00368337837607887,9,1,35
108.418943123838,60.9296512871009,28.4539694123207,2105.23136303742,0.99999999839292,0.00269558371324171,9,1,35
110.176156084766,51.2258334482426,20.9999999996459,241.050919429078,0.999999999997897,0.019885372856218,9,1,35
109.873929020272,56.8950837807069,26.4750262242939,1843.33265695528,0.999999998295897,0.00150782400159126,9,1,35
110.13239543092,72.7331204210437,13.5279867494526,1463.34748755326,0.999999998686828,0.00166581379791767,9,1,35
112.843259695176,88.792047560085,19.9999999204393,534.336349070116,0.999999999999491,0.0188927344543816,9,1,35
112.635104111599,100.379889791236,18.4692765534414,1822.58906856295,0.99999999844853,0.0018347358208229,9,1,35
115.845772838697,44.0471084202869,25.0286451576997,812.414948091003,0.978630317318065,0.0881979807367822,9,1,35
115.818155928675,47.4726062776639,16.9999998958097,289.657680974804,0.999999999998387,0.0196913829678446,9,1,35
