x_pix,y_pix,z_pix,brightness,zrsquare,zciratio,hyb,cellID,fov
26.2090825916399,162.669514641533,29.9999999992669,508.013056346668,0.999999999999631,0.0186794945904628,8,1,13
32.4290628807305,128.239894669369,28.5545563503906,1980.68808752981,0.999999998515478,0.0031516688452875,8,1,13
46.3700158568226,121.684331201252,24.9999999996708,270.136890193887,0.999999999998746,0.0195129030611305,8,1,13
45.8110383459067,172.268799529699,24.0000000749829,411.088226492027,0.999999999999249,0.019156371999923,8,1,13
49.7145147050707,133.776347867337,29.9999999341453,309.837761500507,0.999999999998903,0.0194182665980331,8,1,13
50.2518074144347,163.069216331504,23.4241077464069,1831.07492963779,0.999999999037363,0.00417366994942962,8,1,13
53.5320733357357,158.238582183259,23.4624956221557,3857.97022624457,0.999999997694681,0.00226404222631515,8,1,13
65.3169899247448,194.280879573723,26.8195456975479,547.53006233185,0.888413928948327,0.226655969460622,8,1,13
67.8237324198446,100.035275660952,29.4774524924222,1391.45680429083,0.999999998606115,0.00134903410271174,8,1,13
73.7930014900233,173.151550483414,25.5000321548174,1453.67567295677,0.999999998717892,4.13648519052382e-06,8,1,13
76.9763879938527,96.9557553210673,25.9999998615375,253.09250974168,0.99999999999774,0.0199379416364186,8,1,13
75.7075850629924,98.508014109943,23.9999999991895,367.895805423938,0.999999999998827,0.0194664119271989,8,1,13
84.3950185253723,110.160292814961,26.9999977903948,245.996918035289,0.999999999997908,0.0198820067134816,8,1,13
83.4766683256169,112.080531174582,25.999999934552,432.943969332892,0.999999999999205,0.0191949341824807,8,1,13
83.5568208743942,199.725766127649,24.9724728692317,734.196599916934,0.966323739065238,0.11390158240232,8,1,13
85.8881790331633,101.23123382066,21.9999999993618,336.028611958781,0.999999999998553,0.0196147399412704,8,1,13
85.8424551344152,186.885967757281,22.5052448054011,1209.72317008659,0.99999999888332,0.000317863083488135,8,1,13
92.4621774188359,108.641210447427,26.443495306276,1557.92039313152,0.999999998970099,0.00323069986376012,8,1,13
97.1108338433591,91.4371222752785,22.4479024497337,1453.58153070441,0.999999999144263,0.00298819196118671,8,1,13
96.9614585177374,115.570369286432,24.4924590691497,1145.86989854515,0.999999999059318,0.000458878547968074,8,1,13
95.7592681288849,196.132998747295,28.0000000645836,408.504835767412,0.999999999999327,0.01908185628722,8,1,13
